UTLA19CD,UTLA19NM,Week number,deaths
E10000003,Cambridgeshire,16,66
E10000006,Cumbria,16,81
E10000007,Derbyshire,16,113
E10000008,Devon,16,48
E10000011,East Sussex,16,47
E10000012,Essex,16,237
E10000013,Gloucestershire,16,127
E10000014,Hampshire,16,182
E10000015,Hertfordshire,16,212
E10000016,Kent,16,182
E10000017,Lancashire,16,146
E10000018,Leicestershire,16,61
E10000019,Lincolnshire,16,41
E10000020,Norfolk,16,64
E10000021,Northamptonshire,16,98
E10000023,North Yorkshire,16,71
E10000024,Nottinghamshire,16,99
E10000025,Oxfordshire,16,93
E10000027,Somerset,16,28
E10000028,Staffordshire,16,117
E10000029,Suffolk,16,78
E10000030,Surrey,16,163
E10000031,Warwickshire,16,76
E10000032,West Sussex,16,88
E10000034,Worcestershire,16,87
E08000001,Bolton,16,71
E08000002,Bury,16,47
E08000003,Manchester,16,76
E08000004,Oldham,16,60
E08000005,Rochdale,16,35
E08000006,Salford,16,49
E08000007,Stockport,16,48
E08000008,Tameside,16,42
E08000009,Trafford,16,36
E08000010,Wigan,16,67
E08000011,Knowsley,16,35
E08000012,Liverpool,16,117
E08000013,St. Helens,16,37
E08000014,Sefton,16,51
E08000015,Wirral,16,80
E08000016,Barnsley,16,28
E08000017,Doncaster,16,27
E08000018,Rotherham,16,59
E08000019,Sheffield,16,105
E08000021,Newcastle upon Tyne,16,36
E08000022,North Tyneside,16,19
E08000023,South Tyneside,16,16
E08000024,Sunderland,16,69
E08000025,Birmingham,16,203
E08000026,Coventry,16,54
E08000027,Dudley,16,47
E08000028,Sandwell,16,64
E08000029,Solihull,16,58
E08000030,Walsall,16,65
E08000031,Wolverhampton,16,49
E08000032,Bradford,16,65
E08000033,Calderdale,16,19
E08000034,Kirklees,16,50
E08000035,Leeds,16,119
E08000036,Wakefield,16,54
E08000037,Gateshead,16,38
E09000001,City of London,16,0
E09000002,Barking and Dagenham,16,20
E09000003,Barnet,16,82
E09000004,Bexley,16,32
E09000005,Brent,16,79
E09000006,Bromley,16,58
E09000007,Camden,16,26
E09000008,Croydon,16,77
E09000009,Ealing,16,95
E09000010,Enfield,16,85
E09000011,Greenwich,16,45
E09000012,Hackney,16,37
E09000013,Hammersmith and Fulham,16,24
E09000014,Haringey,16,37
E09000015,Harrow,16,68
E09000016,Havering,16,64
E09000017,Hillingdon,16,64
E09000018,Hounslow,16,41
E09000019,Islington,16,22
E09000020,Kensington and Chelsea,16,14
E09000021,Kingston upon Thames,16,26
E09000022,Lambeth,16,45
E09000023,Lewisham,16,41
E09000024,Merton,16,34
E09000025,Newham,16,56
E09000026,Redbridge,16,49
E09000027,Richmond upon Thames,16,33
E09000028,Southwark,16,33
E09000029,Sutton,16,31
E09000030,Tower Hamlets,16,38
E09000031,Waltham Forest,16,47
E09000032,Wandsworth,16,35
E09000033,Westminster,16,29
W06000001,Isle of Anglesey,16,0
W06000002,Gwynedd,16,7
W06000003,Conwy,16,6
W06000004,Denbighshire,16,9
W06000005,Flintshire,16,21
W06000006,Wrexham,16,8
W06000008,Ceredigion,16,1
W06000009,Pembrokeshire,16,5
W06000010,Carmarthenshire,16,9
W06000011,Swansea,16,41
W06000012,Neath Port Talbot,16,16
W06000013,Bridgend,16,17
W06000014,Vale of Glamorgan,16,19
W06000015,Cardiff,16,65
W06000016,Rhondda Cynon Taf,16,62
W06000018,Caerphilly,16,25
W06000019,Blaenau Gwent,16,17
W06000020,Torfaen,16,11
W06000021,Monmouthshire,16,8
W06000022,Newport,16,22
W06000023,Powys,16,21
W06000024,Merthyr Tydfil,16,15
E06000001,Hartlepool,17,19
E06000002,Middlesbrough,17,25
E06000003,Redcar and Cleveland,17,15
E06000004,Stockton-on-Tees,17,12
E06000005,Darlington,17,14
E06000006,Halton,17,15
E06000007,Warrington,17,37
E06000008,Blackburn with Darwen,17,16
E06000009,Blackpool,17,18
E06000010,"Kingston upon Hull, City of",17,20
E06000011,East Riding of Yorkshire,17,44
E06000012,North East Lincolnshire,17,6
E06000013,North Lincolnshire,17,24
E06000014,York,17,20
E06000015,Derby,17,34
E06000016,Leicester,17,39
E06000017,Rutland,17,2
E06000018,Nottingham,17,39
E06000019,"Herefordshire, County of",17,6
E06000020,Telford and Wrekin,17,13
E06000021,Stoke-on-Trent,17,21
E06000022,Bath and North East Somerset,17,12
E06000023,"Bristol, City of",17,45
E06000024,North Somerset,17,15
E06000025,South Gloucestershire,17,21
E06000026,Plymouth,17,14
E06000027,Torbay,17,12
E06000030,Swindon,17,21
E06000031,Peterborough,17,10
E06000032,Luton,17,25
E06000033,Southend-on-Sea,17,21
E06000034,Thurrock,17,21
E06000035,Medway,17,21
E06000036,Bracknell Forest,17,10
E06000037,West Berkshire,17,29
E06000038,Reading,17,21
E06000039,Slough,17,13
E06000040,Windsor and Maidenhead,17,25
E06000041,Wokingham,17,27
E06000042,Milton Keynes,17,40
E06000043,Brighton and Hove,17,19
E06000044,Portsmouth,17,24
E06000045,Southampton,17,23
E06000046,Isle of Wight,17,11
E06000047,County Durham,17,94
E06000049,Cheshire East,17,67
E06000050,Cheshire West and Chester,17,53
E06000051,Shropshire,17,33
E06000052,Cornwall,17,22
E06000053,Isles of Scilly,17,0
E06000054,Wiltshire,17,50
E06000055,Bedford,17,15
E06000056,Central Bedfordshire,17,28
E06000057,Northumberland,17,28
E06000058,"Bournemouth, Christchurch and Poole",17,36
E06000059,Dorset,17,35
E10000002,Buckinghamshire,17,50
E10000003,Cambridgeshire,17,48
E10000006,Cumbria,17,71
E10000007,Derbyshire,17,99
E10000008,Devon,17,35
E10000011,East Sussex,17,53
E10000012,Essex,17,171
E10000013,Gloucestershire,17,106
E10000014,Hampshire,17,164
E10000015,Hertfordshire,17,172
E10000016,Kent,17,161
E10000017,Lancashire,17,130
E10000018,Leicestershire,17,57
E10000019,Lincolnshire,17,41
E10000020,Norfolk,17,58
E10000021,Northamptonshire,17,78
E10000023,North Yorkshire,17,83
E10000024,Nottinghamshire,17,88
E10000025,Oxfordshire,17,91
E10000027,Somerset,17,29
E10000028,Staffordshire,17,122
E10000029,Suffolk,17,87
E10000030,Surrey,17,168
E10000031,Warwickshire,17,87
E10000032,West Sussex,17,111
E10000034,Worcestershire,17,82
E08000001,Bolton,17,50
E08000002,Bury,17,28
E08000003,Manchester,17,48
E08000004,Oldham,17,40
E08000005,Rochdale,17,30
E08000006,Salford,17,34
E08000007,Stockport,17,55
E08000008,Tameside,17,39
E08000009,Trafford,17,38
E08000010,Wigan,17,54
E08000011,Knowsley,17,22
E08000012,Liverpool,17,87
E08000013,St. Helens,17,34
E08000014,Sefton,17,48
E08000015,Wirral,17,66
E08000016,Barnsley,17,23
E08000017,Doncaster,17,25
E08000018,Rotherham,17,50
E08000019,Sheffield,17,83
E08000021,Newcastle upon Tyne,17,28
E08000022,North Tyneside,17,18
E08000023,South Tyneside,17,22
E08000024,Sunderland,17,47
E08000025,Birmingham,17,139
E08000026,Coventry,17,38
E08000027,Dudley,17,38
E08000028,Sandwell,17,41
E08000029,Solihull,17,35
E08000030,Walsall,17,43
E08000031,Wolverhampton,17,20
E08000032,Bradford,17,76
E08000033,Calderdale,17,18
E08000034,Kirklees,17,38
E08000035,Leeds,17,121
E08000036,Wakefield,17,45
E08000037,Gateshead,17,39
E09000001,City of London,17,0
E09000002,Barking and Dagenham,17,21
E09000003,Barnet,17,55
E09000004,Bexley,17,29
E09000005,Brent,17,49
E09000006,Bromley,17,40
E09000007,Camden,17,21
E09000008,Croydon,17,57
E09000009,Ealing,17,49
E09000010,Enfield,17,54
E09000011,Greenwich,17,23
E09000012,Hackney,17,22
E09000013,Hammersmith and Fulham,17,19
E09000014,Haringey,17,24
E09000015,Harrow,17,42
E09000016,Havering,17,30
E09000017,Hillingdon,17,50
E09000018,Hounslow,17,29
E09000019,Islington,17,14
E09000020,Kensington and Chelsea,17,15
E09000021,Kingston upon Thames,17,21
E09000022,Lambeth,17,32
E09000023,Lewisham,17,32
E09000024,Merton,17,26
E09000025,Newham,17,32
E09000026,Redbridge,17,39
E09000027,Richmond upon Thames,17,18
E09000028,Southwark,17,22
E09000029,Sutton,17,22
E09000030,Tower Hamlets,17,11
E09000031,Waltham Forest,17,20
E09000032,Wandsworth,17,17
E09000033,Westminster,17,24
W06000001,Isle of Anglesey,17,1
W06000002,Gwynedd,17,7
W06000003,Conwy,17,12
W06000004,Denbighshire,17,11
W06000005,Flintshire,17,9
W06000006,Wrexham,17,10
W06000008,Ceredigion,17,1
W06000009,Pembrokeshire,17,5
W06000010,Carmarthenshire,17,9
W06000011,Swansea,17,47
W06000012,Neath Port Talbot,17,17
W06000013,Bridgend,17,12
W06000014,Vale of Glamorgan,17,10
W06000015,Cardiff,17,58
W06000016,Rhondda Cynon Taf,17,38
W06000018,Caerphilly,17,15
W06000019,Blaenau Gwent,17,13
W06000020,Torfaen,17,5
W06000021,Monmouthshire,17,12
W06000022,Newport,17,18
W06000023,Powys,17,19
W06000024,Merthyr Tydfil,17,12
E06000001,Hartlepool,18,17
E06000002,Middlesbrough,18,25
E06000003,Redcar and Cleveland,18,13
E06000004,Stockton-on-Tees,18,7
E06000005,Darlington,18,10
E06000006,Halton,18,8
E06000007,Warrington,18,35
E06000008,Blackburn with Darwen,18,11
E06000009,Blackpool,18,16
E06000010,"Kingston upon Hull, City of",18,25
E06000011,East Riding of Yorkshire,18,44
E06000012,North East Lincolnshire,18,4
E06000013,North Lincolnshire,18,14
E06000014,York,18,28
E06000015,Derby,18,20
E06000016,Leicester,18,28
E06000017,Rutland,18,2
E06000018,Nottingham,18,35
E06000019,"Herefordshire, County of",18,15
E06000020,Telford and Wrekin,18,11
E06000021,Stoke-on-Trent,18,25
E06000022,Bath and North East Somerset,18,14
E06000023,"Bristol, City of",18,30
E06000024,North Somerset,18,16
E06000025,South Gloucestershire,18,21
E06000026,Plymouth,18,8
E06000027,Torbay,18,7
E06000030,Swindon,18,15
E06000031,Peterborough,18,9
E06000032,Luton,18,18
E06000033,Southend-on-Sea,18,15
E06000034,Thurrock,18,11
E06000035,Medway,18,16
E06000036,Bracknell Forest,18,10
E06000037,West Berkshire,18,15
E06000038,Reading,18,22
E06000039,Slough,18,11
E06000040,Windsor and Maidenhead,18,14
E06000041,Wokingham,18,13
E06000042,Milton Keynes,18,15
E06000043,Brighton and Hove,18,14
E06000044,Portsmouth,18,16
E06000045,Southampton,18,19
E06000046,Isle of Wight,18,14
E06000047,County Durham,18,74
E06000049,Cheshire East,18,54
E06000050,Cheshire West and Chester,18,48
E06000051,Shropshire,18,25
E06000052,Cornwall,18,23
E06000053,Isles of Scilly,18,0
E06000054,Wiltshire,18,34
E06000055,Bedford,18,9
E06000056,Central Bedfordshire,18,29
E06000057,Northumberland,18,38
E06000058,"Bournemouth, Christchurch and Poole",18,44
E06000059,Dorset,18,23
E10000002,Buckinghamshire,18,38
E10000003,Cambridgeshire,18,50
E10000006,Cumbria,18,37
E10000007,Derbyshire,18,84
E10000008,Devon,18,29
E10000011,East Sussex,18,36
E10000012,Essex,18,141
E10000013,Gloucestershire,18,85
E10000014,Hampshire,18,126
E10000015,Hertfordshire,18,91
E10000016,Kent,18,125
E10000017,Lancashire,18,95
E10000018,Leicestershire,18,50
E10000019,Lincolnshire,18,33
E10000020,Norfolk,18,71
E10000021,Northamptonshire,18,77
E10000023,North Yorkshire,18,60
E10000024,Nottinghamshire,18,80
E10000025,Oxfordshire,18,71
E10000027,Somerset,18,24
E10000028,Staffordshire,18,83
E10000029,Suffolk,18,86
E10000030,Surrey,18,118
E10000031,Warwickshire,18,73
E10000032,West Sussex,18,75
E10000034,Worcestershire,18,63
E08000001,Bolton,18,34
E08000002,Bury,18,20
E08000003,Manchester,18,42
E08000004,Oldham,18,19
E08000005,Rochdale,18,18
E08000006,Salford,18,34
E08000007,Stockport,18,34
E08000008,Tameside,18,15
E08000009,Trafford,18,27
E08000010,Wigan,18,52
E08000011,Knowsley,18,19
E08000012,Liverpool,18,45
E08000013,St. Helens,18,32
E08000014,Sefton,18,30
E08000015,Wirral,18,39
E08000016,Barnsley,18,28
E08000017,Doncaster,18,28
E08000018,Rotherham,18,29
E08000019,Sheffield,18,75
E08000021,Newcastle upon Tyne,18,27
E08000022,North Tyneside,18,23
E08000023,South Tyneside,18,23
E08000024,Sunderland,18,30
E08000025,Birmingham,18,93
E08000026,Coventry,18,19
E08000027,Dudley,18,24
E08000028,Sandwell,18,24
E08000029,Solihull,18,29
E08000030,Walsall,18,32
E08000031,Wolverhampton,18,33
E08000032,Bradford,18,66
E08000033,Calderdale,18,16
E08000034,Kirklees,18,31
E08000035,Leeds,18,100
E08000036,Wakefield,18,25
E08000037,Gateshead,18,37
E09000001,City of London,18,0
E09000002,Barking and Dagenham,18,7
E09000003,Barnet,18,29
E09000004,Bexley,18,10
E09000005,Brent,18,37
E09000006,Bromley,18,27
E09000007,Camden,18,9
E09000008,Croydon,18,34
E09000009,Ealing,18,25
E09000010,Enfield,18,22
E09000011,Greenwich,18,14
E09000012,Hackney,18,9
E09000013,Hammersmith and Fulham,18,12
E09000014,Haringey,18,10
E09000015,Harrow,18,24
E09000016,Havering,18,15
E09000017,Hillingdon,18,17
E09000018,Hounslow,18,13
E09000019,Islington,18,12
E09000020,Kensington and Chelsea,18,6
E09000021,Kingston upon Thames,18,15
E09000022,Lambeth,18,17
E09000023,Lewisham,18,19
E09000024,Merton,18,8
E09000025,Newham,18,16
E09000026,Redbridge,18,14
E09000027,Richmond upon Thames,18,8
E09000028,Southwark,18,13
E09000029,Sutton,18,17
E09000030,Tower Hamlets,18,9
E09000031,Waltham Forest,18,17
E09000032,Wandsworth,18,12
E09000033,Westminster,18,7
W06000001,Isle of Anglesey,18,4
W06000002,Gwynedd,18,8
W06000003,Conwy,18,9
W06000004,Denbighshire,18,11
W06000005,Flintshire,18,12
W06000006,Wrexham,18,5
W06000008,Ceredigion,18,0
W06000009,Pembrokeshire,18,5
W06000010,Carmarthenshire,18,13
W06000011,Swansea,18,24
W06000012,Neath Port Talbot,18,15
W06000013,Bridgend,18,8
W06000014,Vale of Glamorgan,18,12
W06000015,Cardiff,18,38
W06000016,Rhondda Cynon Taf,18,29
W06000018,Caerphilly,18,10
W06000019,Blaenau Gwent,18,4
W06000020,Torfaen,18,8
W06000021,Monmouthshire,18,3
W06000022,Newport,18,19
W06000023,Powys,18,9
W06000024,Merthyr Tydfil,18,5
E06000001,Hartlepool,19,13
E06000002,Middlesbrough,19,16
E06000003,Redcar and Cleveland,19,10
E06000004,Stockton-on-Tees,19,23
E06000005,Darlington,19,8
E06000006,Halton,19,4
E06000007,Warrington,19,17
E06000008,Blackburn with Darwen,19,12
E06000009,Blackpool,19,13
E06000010,"Kingston upon Hull, City of",19,27
E06000011,East Riding of Yorkshire,19,29
E06000012,North East Lincolnshire,19,2
E06000013,North Lincolnshire,19,12
E06000014,York,19,18
E06000015,Derby,19,19
E06000016,Leicester,19,23
E06000017,Rutland,19,1
E06000018,Nottingham,19,20
E06000019,"Herefordshire, County of",19,19
E06000020,Telford and Wrekin,19,15
E06000021,Stoke-on-Trent,19,23
E06000022,Bath and North East Somerset,19,3
E06000023,"Bristol, City of",19,17
E06000024,North Somerset,19,24
E06000025,South Gloucestershire,19,16
E06000026,Plymouth,19,8
E06000027,Torbay,19,7
E06000030,Swindon,19,19
E06000031,Peterborough,19,7
E06000032,Luton,19,12
E06000033,Southend-on-Sea,19,9
E06000034,Thurrock,19,3
E06000035,Medway,19,9
E06000036,Bracknell Forest,19,2
E06000037,West Berkshire,19,11
E06000038,Reading,19,11
E06000039,Slough,19,6
E06000040,Windsor and Maidenhead,19,8
E06000041,Wokingham,19,15
E06000042,Milton Keynes,19,7
E06000043,Brighton and Hove,19,11
E06000044,Portsmouth,19,4
E06000045,Southampton,19,8
E06000046,Isle of Wight,19,8
E06000047,County Durham,19,60
E06000049,Cheshire East,19,51
E06000050,Cheshire West and Chester,19,34
E06000051,Shropshire,19,26
E06000052,Cornwall,19,13
E06000053,Isles of Scilly,19,0
E06000054,Wiltshire,19,45
E06000055,Bedford,19,15
E06000056,Central Bedfordshire,19,11
E06000057,Northumberland,19,34
E06000058,"Bournemouth, Christchurch and Poole",19,12
E06000059,Dorset,19,22
E10000002,Buckinghamshire,19,28
E10000003,Cambridgeshire,19,29
E10000006,Cumbria,19,54
E10000007,Derbyshire,19,60
E10000008,Devon,19,14
E10000011,East Sussex,19,34
E10000012,Essex,19,84
E10000013,Gloucestershire,19,39
E10000014,Hampshire,19,81
E10000015,Hertfordshire,19,59
E10000016,Kent,19,80
E10000017,Lancashire,19,94
E10000018,Leicestershire,19,46
E10000019,Lincolnshire,19,21
E10000020,Norfolk,19,50
E10000021,Northamptonshire,19,55
E10000023,North Yorkshire,19,47
E10000024,Nottinghamshire,19,46
E10000025,Oxfordshire,19,41
E10000027,Somerset,19,11
E10000028,Staffordshire,19,55
E10000029,Suffolk,19,43
E10000030,Surrey,19,52
E10000031,Warwickshire,19,45
E10000032,West Sussex,19,40
E10000034,Worcestershire,19,49
E08000001,Bolton,19,34
E08000002,Bury,19,16
E08000003,Manchester,19,30
E08000004,Oldham,19,13
E08000005,Rochdale,19,11
E08000006,Salford,19,19
E08000007,Stockport,19,31
E08000008,Tameside,19,22
E08000009,Trafford,19,21
E08000010,Wigan,19,39
E08000011,Knowsley,19,13
E08000012,Liverpool,19,29
E08000013,St. Helens,19,24
E08000014,Sefton,19,15
E08000015,Wirral,19,28
E08000016,Barnsley,19,27
E08000017,Doncaster,19,24
E08000018,Rotherham,19,22
E08000019,Sheffield,19,43
E08000021,Newcastle upon Tyne,19,15
E08000022,North Tyneside,19,26
E08000023,South Tyneside,19,20
E08000024,Sunderland,19,28
E08000025,Birmingham,19,60
E08000026,Coventry,19,17
E08000027,Dudley,19,15
E08000028,Sandwell,19,17
E08000029,Solihull,19,16
E08000030,Walsall,19,25
E08000031,Wolverhampton,19,11
E08000032,Bradford,19,43
E08000033,Calderdale,19,9
E08000034,Kirklees,19,27
E08000035,Leeds,19,66
E08000036,Wakefield,19,18
E08000037,Gateshead,19,20
E09000001,City of London,19,0
E09000002,Barking and Dagenham,19,8
E09000003,Barnet,19,19
E09000004,Bexley,19,14
E09000005,Brent,19,16
E09000006,Bromley,19,29
E09000007,Camden,19,1
E09000008,Croydon,19,21
E09000009,Ealing,19,17
E09000010,Enfield,19,8
E09000011,Greenwich,19,5
E09000012,Hackney,19,8
E09000013,Hammersmith and Fulham,19,8
E09000014,Haringey,19,11
E09000015,Harrow,19,24
E09000016,Havering,19,15
E09000017,Hillingdon,19,11
E09000018,Hounslow,19,13
E09000019,Islington,19,5
E09000020,Kensington and Chelsea,19,6
E09000021,Kingston upon Thames,19,11
E09000022,Lambeth,19,11
E09000023,Lewisham,19,10
E09000024,Merton,19,7
E09000025,Newham,19,9
E09000026,Redbridge,19,13
E09000027,Richmond upon Thames,19,4
E09000028,Southwark,19,13
E09000029,Sutton,19,7
E09000030,Tower Hamlets,19,2
E09000031,Waltham Forest,19,11
E09000032,Wandsworth,19,10
E09000033,Westminster,19,5
W06000001,Isle of Anglesey,19,5
W06000002,Gwynedd,19,4
W06000003,Conwy,19,7
W06000004,Denbighshire,19,9
W06000005,Flintshire,19,11
W06000006,Wrexham,19,4
W06000008,Ceredigion,19,0
W06000009,Pembrokeshire,19,7
W06000010,Carmarthenshire,19,8
W06000011,Swansea,19,14
W06000012,Neath Port Talbot,19,14
W06000013,Bridgend,19,9
W06000014,Vale of Glamorgan,19,8
W06000015,Cardiff,19,36
W06000016,Rhondda Cynon Taf,19,19
W06000018,Caerphilly,19,3
W06000019,Blaenau Gwent,19,3
W06000020,Torfaen,19,3
W06000021,Monmouthshire,19,3
W06000022,Newport,19,14
W06000023,Powys,19,8
W06000024,Merthyr Tydfil,19,7
